,model,validation f1 mean,validation f1 std,validation precision mean,validation precision std,validation recall mean,validation recall std,validation loss mean,validation loss std,validation auc mean,validation auc std
115,allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.41280446086480566,0.14641532180934344,0.3412289181406828,0.15777510899137573,0.802135642135642,0.12190393945265651,0.6801003396511078,0.005614286015060492,0.7112941213722864,0.0823855877743973
116,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
117,____allergy_None_PCA_LSTM_padded_mice.pth,0.43531423867586855,0.13250539480852563,0.39529642287537026,0.15951415380036357,0.8170598845598847,0.118036034508489,0.6922920048236847,0.004460217997831352,0.768442384017993,0.06162498604574422
118,g_df___allergy_None_PCA_LSTM_padded_None.pth,0.34762566665896205,0.11203939234977478,0.22732546189442743,0.08705367458192063,0.789004329004329,0.11879026886644269,0.6919367730617523,0.004343143539698927,0.6343717821629775,0.11044493143583939
119,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.2606603586364785,0.13425762635182414,0.16569847257116044,0.08981066901268249,0.6945490620490621,0.27170303754604064,0.7004958629608155,0.0036439759451500128,0.3610633406854361,0.11263162687313061
120,g__conpool__allergy_None_PCA_LSTM__None.pth,0.38065960394438086,0.14177476692446064,0.2811900715563506,0.12408913597144748,0.6911832611832612,0.14994787839451276,0.6894785046577454,0.0017159877411676739,0.674002239374062,0.07328440314572623
121,allergy_None_PCA_CNNLSTM_padded_mice.pth,0.4046484109398028,0.15231659584906115,0.3066240995984829,0.1439933865902937,0.7921356421356422,0.13342894474884298,0.6801658987998962,0.005619771441044428,0.7049955333860798,0.08931635232270857
122,_df___allergy_None__LSTM__None.pth,0.3475433618553474,0.13724948402999346,0.3125816993464053,0.1428442736768883,0.7373340548340549,0.25140956819449367,0.666596657037735,0.008271321796883982,0.5420130218093226,0.1726782037242992
123,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
124,__conpool__mmc7_None_PCA_LSTM__None.pth,0.8043088415437811,0.053225922429515314,0.7615320439672693,0.09876446299159329,0.943109756097561,0.02483294871855329,0.6917466819286346,0.002328284223450557,0.962834008774539,0.023611254687581185
125,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.2606603586364785,0.13425762635182414,0.16569847257116044,0.08981066901268249,0.6945490620490621,0.27170303754604064,0.7004958629608155,0.0036439759451500128,0.3610633406854361,0.11263162687313061
126,allergy__CNNLSTM_padded_None.pth,0.4289212016054121,0.1268315982245317,0.5245598845598847,0.26615413349351746,0.8342027417027417,0.12401712855870445,0.6796241223812103,0.007326431681869643,0.7507632743136996,0.08213521623345144
127,____allergy_None_PCA_LSTM_padded_GAIN.pth,0.4331364041351927,0.12055327568368257,0.3831180453533395,0.22903008022746976,0.789004329004329,0.11879026886644269,0.6922849476337433,0.0044268222356546065,0.7520482912190427,0.07024173654931326
128,allergy_order__LSTM_padded_None.pth,0.4031865523976907,0.11082186758726716,0.31791078501466036,0.11606713632826081,0.856424963924964,0.12559341769935484,0.6902849495410919,0.004443000110376588,0.7171412045547092,0.06821664678007947
129,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
130,____allergy_None__CNNLSTM__None.pth,0.47454757068401837,0.11022594585881398,0.5697222222222222,0.24739522660744315,0.8270598845598846,0.12037984777898465,0.6792552590370178,0.007334341485810239,0.7708007987093929,0.09597476295651289
131,best_phylum_mmc7_mmc7_phylum__CNNLSTM_padded_None.pth,0.41073235098235095,0.15128003949094554,0.32716236661888837,0.16169656877609528,0.7965800865800866,0.1190563869262366,0.610610032081604,0.010426595878677279,0.7127508540698788,0.0836502948043039
132,allergy_PCA_CNNLSTM__None.pth,0.4064699972548003,0.14475128998146833,0.3940134865134865,0.24485549086553557,0.802135642135642,0.12190393945265651,0.6801003396511078,0.005614286015060492,0.713591426494624,0.0815307210957321
133,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.2606603586364785,0.13425762635182414,0.16569847257116044,0.08981066901268249,0.6945490620490621,0.27170303754604064,0.7004958629608155,0.0036439759451500128,0.3610633406854361,0.11263162687313061
134,g____mmc7_None_PCA_CNNLSTM_padded_None.pth,0.5577489395234665,0.03775773080046831,0.45562724657647874,0.067077944011745,0.9629268292682924,0.02249132293522462,0.7390059053897857,0.005395844352790034,0.785153800751041,0.0349771710066405
135,_df___mmc7_None__CNNLSTM_padded_None.pth,0.5951302690018535,0.052780516681756894,0.5944297924582967,0.10219070983840366,0.9653658536585364,0.012056529551183484,0.6815730035305023,0.0014682975309633724,0.8397116671624033,0.035626705186331424
136,g__conpool__allergy_None__CNNLSTM__None.pth,0.2355072708635239,0.1520881342073145,0.22162248209307034,0.19611323198121303,0.43607142857142855,0.2873455663305003,0.6824803590774536,0.004826156578182535,0.47235507049038905,0.17936473931664465
137,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.38510868795774456,0.1435110870812077,0.35073269705346916,0.24582628039455498,0.856424963924964,0.12559341769935484,0.7004958629608155,0.0036439759451500128,0.6805779597349135,0.08810807084034428
138,allergy_phylum__LSTM_padded_None.pth,0.3810634936785093,0.1478736050650987,0.2748998982290231,0.12398751969869502,0.8065800865800865,0.11464214555009003,0.6775360345840454,0.004778358644071761,0.6880650056218965,0.08061696135831248
139,mmc7_PCA_CNNLSTM_padded_mice.pth,0.7973180993462834,0.05360419226962954,0.8046846471382075,0.06710480512634238,0.9085365853658536,0.04134038418621543,0.7390810132026673,0.0054352585935674574,0.9368902299598453,0.027955180334090928
140,digiulio_None__CNNLSTM_padded_None.pth,0.85,0.12247448713915891,0.85,0.12247448713915891,0.85,0.12247448713915891,0.6698376715183259,0.008362925767917986,,
141,allergy_order__LSTM__None.pth,0.4333692347070131,0.10200637179419424,0.3551211107732847,0.110130521704009,0.856424963924964,0.12559341769935484,0.6901174426078797,0.004572361758032931,0.7389029478285016,0.07283398302291015
142,g___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.23017504417303214,0.13176190846770877,0.14214313406824725,0.08533661267150805,0.7112229437229438,0.2819070090376125,0.7691180109977722,0.018782317086697458,0.34437999040167233,0.12857901903549399
143,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.3949414927265145,0.14850364615103773,0.3017033736457381,0.12479837087107785,0.856424963924964,0.12559341769935484,0.7018480241298676,0.0018272647254209675,0.6688690443333924,0.08139519841545031
144,____allergy_None__LSTM_padded_GAIN.pth,0.4015858959627538,0.16027444065098848,0.355719880394803,0.24731557907776866,0.8473340548340549,0.12473951091340851,0.6664193034172058,0.008638198625602217,0.6632972242830809,0.08596882629140055
145,_df___mmc7_None_PCA_CNNLSTM_padded_None.pth,0.5878020879468636,0.048417301621550474,0.5064268877256448,0.06630800280389677,0.9555487804878048,0.02118487852053448,0.7390059053897857,0.005395844352790034,0.8240278851873886,0.035528610903958965
146,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38951338181566786,0.15234435468726,0.2795812554585374,0.11746229827571911,0.7599134199134199,0.12437071223395223,0.5529760420322418,0.020535853830068295,0.7007422755699035,0.07935749169077737
147,__conpool__mmc7_None__CNNLSTM__None.pth,0.7195724453921578,0.053446095373284166,0.6809281766987825,0.10086877506888023,0.925731707317073,0.029492031007051375,0.7033403396606446,0.0014619549780647409,0.9125460291493159,0.02678236844255236
148,mmc7_PCA_CNNLSTM_padded_GAIN.pth,0.8068579441248562,0.06699601087765931,0.8008950276250333,0.07564348341563537,0.938170731707317,0.03728617403997042,0.739154601097107,0.005434295809638933,0.948261265615705,0.03540900245671458
149,g_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.23017504417303214,0.13176190846770877,0.14214313406824725,0.08533661267150805,0.7112229437229438,0.2819070090376125,0.7691180109977722,0.018782317086697458,0.34437999040167233,0.12857901903549399
150,allergy_None__LSTM__None.pth,0.4528887436093318,0.14465328023716248,0.528553391053391,0.24467338456534107,0.804512987012987,0.12433347767233142,0.6663442313671112,0.008467121700156347,0.732073089260789,0.081378191772214
151,_df___mmc7_None__LSTM__None.pth,0.6108169543521708,0.07319167382672874,0.7733629083830605,0.1551177995895277,0.9603048780487804,0.02008024132355323,0.7114860713481903,0.001905177370337576,0.8263070716835216,0.03248782572504864
152,____allergy_None__LSTM_padded_mice.pth,0.4341774369129343,0.15315353739912793,0.37163728273642066,0.14406245265033968,0.7697582972582973,0.1578334668701292,0.6663767337799072,0.008558334904634719,0.7136357993172756,0.10514299454614508
153,mmc7__LSTM_padded_GAIN.pth,0.6784745982167004,0.06687970886686714,0.7856121795874118,0.09375566503024732,0.9653048780487804,0.012254277258342532,0.7120061933994293,0.002031703140671235,0.8880965756989887,0.04449755967453766
154,_df___allergy_None__LSTM_padded_None.pth,0.3475433618553474,0.13724948402999346,0.3125816993464053,0.1428442736768883,0.7373340548340549,0.25140956819449367,0.666596657037735,0.008271321796883982,0.5420130218093226,0.1726782037242992
155,g_df___mmc7_None__LSTM__None.pth,0.5630305810565487,0.07486299100355155,0.6171487268647511,0.10569796788095884,0.9653048780487804,0.012254277258342532,0.7114860713481903,0.001905177370337576,0.7979624340050564,0.04288308258363527
156,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38951338181566786,0.15234435468726,0.2795812554585374,0.11746229827571911,0.7599134199134199,0.12437071223395223,0.5529760420322418,0.020535853830068295,0.7007422755699035,0.07935749169077737
157,_df___mmc7_None__LSTM_padded_None.pth,0.6108169543521708,0.07319167382672874,0.7733629083830605,0.1551177995895277,0.9603048780487804,0.02008024132355323,0.7114860713481903,0.001905177370337576,0.8263070716835216,0.03248782572504864
158,mmc7__LSTM_padded_mice.pth,0.7065651739564782,0.06902619781673802,0.7633448146680906,0.10489233264590356,0.9653048780487804,0.012254277258342532,0.7120458841323852,0.0020339179606075177,0.9026924449732302,0.03899839596949899
159,____allergy_None_PCA_LSTM__None.pth,0.435275384808652,0.12195772786709949,0.33771862532891944,0.1133309657682523,0.8061471861471862,0.12050218036501881,0.6919367730617523,0.004343143539698927,0.7527747515061282,0.08165837239640761
160,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38951338181566786,0.15234435468726,0.2795812554585374,0.11746229827571911,0.7599134199134199,0.12437071223395223,0.5529760420322418,0.020535853830068295,0.7007422755699035,0.07935749169077737
161,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
162,__conpool__mmc7_None__LSTM_padded_None.pth,0.8199343616896181,0.0490360499214058,0.7956914540158554,0.08358777306312236,0.9530487804878047,0.016994592694287634,0.7012220323085785,0.001221700043689597,0.969848351055919,0.013878759900727558
163,mmc7_transfer_mmc7_phylum__LSTM_padded_mean.pth,0.8182859981367525,0.0456916720446405,0.8299404742854399,0.06690770395455536,0.9629268292682926,0.016367834564424692,0.6926664531230926,0.002117912802722227,0.9683133365556215,0.015261788545331308
164,__conpool__allergy_None__CNNLSTM_padded_None.pth,0.4313133648369548,0.12025248837573763,0.3671047917599642,0.13719727188491154,0.821504329004329,0.11866800997775413,0.6824803590774536,0.004826156578182535,0.7532230588505017,0.07678672213744918
165,digiulio_None_PCA_CNNLSTM_padded_mean.pth,0.8,0.18708286933869706,0.8,0.18708286933869706,0.8,0.18708286933869706,0.6862802803516388,0.0024189234317531045,,
166,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.3900054386153165,0.14777824963729122,0.3346372459240106,0.14639409710905743,0.8346356421356422,0.11822860785469906,0.7004958629608155,0.0036439759451500128,0.6796877847993282,0.09375662205573107
167,g__conpool__allergy_None_PCA_CNNLSTM__None.pth,0.34415776733359743,0.11661465125788359,0.2557032215096732,0.11398867958557203,0.8256709956709957,0.12117814922822355,0.70250905752182,0.003705728110284482,0.6339552269063141,0.11178973066474422
168,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
169,allergy_class__CNNLSTM__mice.pth,0.3826739918955907,0.1503903934943204,0.271221443009868,0.12142076878186331,0.856424963924964,0.12559341769935484,0.7273469150066376,0.003876648095757622,0.6842998589933981,0.07731023755839467
170,_df_conpool__allergy_None_PCA_CNNLSTM__None.pth,0.38964848738099545,0.1296459503076664,0.3155957684179099,0.12498999844459985,0.8381709956709956,0.11915795801625137,0.70250905752182,0.003705728110284482,0.726858403951958,0.06434292998848776
171,____allergy_None__CNNLSTM_padded_mean.pth,0.42939327170893027,0.12781433804941822,0.4055003819709702,0.22968947113970162,0.8383694083694084,0.1260018862097841,0.6796078860759736,0.007271130508892717,0.7167672521482558,0.0882203008892749
172,mmc7__CNNLSTM__mean.pth,0.6669786835811906,0.04549018332446539,0.7094083034314664,0.11776579219472115,0.9654878048780487,0.029147617075872,0.6815602421760559,0.0014649477076673608,0.8843398088935158,0.03312379706335012
173,allergy_None_PCA_CNNLSTM__GAIN.pth,0.41280446086480566,0.14641532180934344,0.3412289181406828,0.15777510899137573,0.802135642135642,0.12190393945265651,0.6801003396511078,0.005614286015060492,0.7112941213722864,0.0823855877743973
174,digiulio_None__CNNLSTM__mice.pth,0.8,0.21794494717703367,0.8,0.21794494717703367,0.8,0.21794494717703367,0.6698463141918183,0.008358083550076669,,
175,allergy_class__LSTM__None.pth,0.38843692153545895,0.1450617317853138,0.31006410256410255,0.12887745251975977,0.8121356421356423,0.11712325819991563,0.6706338465213776,0.004877356997563431,0.6843683078814553,0.09463025941196553
176,allergy_phylum__CNNLSTM_padded_GAIN.pth,0.42705934720539096,0.10330317218609844,0.47581738437001597,0.2101634898851664,0.8342027417027417,0.12401712855870445,0.6796241104602814,0.007326431999839625,0.7558155192789,0.0902628805574668
177,digiulio_None__LSTM_padded_mice.pth,0.85,0.12247448713915891,0.85,0.12247448713915891,0.85,0.12247448713915891,0.7127911567687988,0.006775146983656741,,
178,allergy_phylum__LSTM__mice.pth,0.39491419661498683,0.15312050408223843,0.31469032713369216,0.14653674857433985,0.8146356421356421,0.12232509718240937,0.6774803578853608,0.004766234579598857,0.7002479563803441,0.08244052093575392
179,____mmc7_None_PCA_CNNLSTM__None.pth,0.8371043881706173,0.033600580199740285,0.827940900542688,0.07221401490881199,0.9480487804878048,0.02345905339519671,0.7390059053897857,0.005395844352790034,0.9715554450475908,0.013083750364618455
180,mmc7__CNNLSTM_padded_None.pth,0.811818848711696,0.07186000330152584,0.8395580450251503,0.10365187938679656,0.9703658536585366,0.014514756896251714,0.6815730035305023,0.0014682975309633724,0.9625226892474718,0.03671815538230782
181,allergy_None_PCA_CNNLSTM__mice.pth,0.4046484109398028,0.15231659584906115,0.3066240995984829,0.1439933865902937,0.7921356421356422,0.13342894474884298,0.6801658987998962,0.005619771441044428,0.7049955333860798,0.08931635232270857
182,g_df_conpool__allergy_None_PCA_CNNLSTM_padded_None.pth,0.34415776733359743,0.11661465125788359,0.2557032215096732,0.11398867958557203,0.8256709956709957,0.12117814922822355,0.70250905752182,0.003705728110284482,0.6339552269063141,0.11178973066474422
183,allergy_phylum__CNNLSTM_padded_mice.pth,0.3831950468017701,0.15066314798136796,0.3094693172324751,0.14044333472450998,0.856424963924964,0.12559341769935484,0.6739600360393524,0.010219494174048153,0.6880127081458053,0.08880470200806184
184,allergy_PCA_LSTM__mean.pth,0.4104025569786483,0.1234001603054797,0.36082186637284086,0.20275550307477705,0.8508694083694085,0.12277414271412435,0.6922296345233917,0.004429288876519901,0.7320447919203383,0.09143973911626088
185,g_df___mmc7_None_PCA_LSTM__None.pth,0.565325206242675,0.05193250097559968,0.46331168503732983,0.08545400375735221,0.8935975609756097,0.04969886264538748,0.6707186937332154,0.0020486371133378875,0.7663859309934562,0.0401771920243559
186,allergy_PCA_CNNLSTM_padded_mice.pth,0.39670832101812,0.15484205885683394,0.30500633768328866,0.14696799411044376,0.7921356421356422,0.13342894474884298,0.6800955772399903,0.005614064042124166,0.6885838336026158,0.08261430421053369
187,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.23708892247377422,0.1359125229988434,0.14642768201158052,0.08850715684352403,0.7528896103896104,0.27837860867462594,0.7691180109977722,0.018782317086697458,0.370425992440108,0.15270780059561895
188,g__conpool__mmc7_None_PCA_CNNLSTM__None.pth,0.5764421088990854,0.06442063982209573,0.47180617782456247,0.08057841054839039,0.9453048780487805,0.040154233065463334,0.6776416540145874,0.0013869052471041931,0.79782129312909,0.04242390526866414
189,allergy_class__LSTM_padded_mice.pth,0.3899315408646521,0.15255620721295599,0.3720210106371097,0.25326255913358414,0.7994372294372295,0.11348867747948935,0.6706343412399292,0.004897946677807992,0.6891066849835693,0.08587110563606132
190,allergy_None__CNNLSTM_padded_None.pth,0.47454757068401837,0.11022594585881398,0.5697222222222222,0.24739522660744315,0.8270598845598846,0.12037984777898465,0.6792552590370178,0.007334341485810239,0.7708007987093929,0.09597476295651289
191,allergy__LSTM__mean.pth,0.3852050057851372,0.1548079835736603,0.35999666999667,0.2516518349963252,0.8330483405483406,0.13082977024460718,0.6663785457611084,0.008629965322064627,0.6680336114790284,0.10532413885347022
192,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.23708892247377422,0.1359125229988434,0.14642768201158052,0.08850715684352403,0.7528896103896104,0.27837860867462594,0.7691180109977722,0.018782317086697458,0.370425992440108,0.15270780059561895
193,_____allergy_None__CNNLSTM_padded_mice.pth,0.43178335040492694,0.11740636667078636,0.42682815550462605,0.248624300521434,0.8362229437229438,0.12047011262557539,0.6813683450222016,0.007262421987453367,0.7347926624447945,0.09781607591908767
194,____mmc7_None_PCA_CNNLSTM_padded_None.pth,0.8371043881706173,0.033600580199740285,0.827940900542688,0.07221401490881199,0.9480487804878048,0.02345905339519671,0.7390059053897857,0.005395844352790034,0.9715554450475908,0.013083750364618455
195,allergy__LSTM_padded_mean.pth,0.3933785604131365,0.14364648093016769,0.36124281858492385,0.18558474039783238,0.856424963924964,0.12559341769935484,0.6664074778556823,0.008681897812301378,0.6954932409088198,0.07927289455942457
196,allergy_order__CNNLSTM_padded_None.pth,0.4160693694842223,0.12547240637404933,0.31006105395305955,0.10731013453495906,0.8437265512265512,0.1200943168206918,0.6916048467159271,0.004344363132258472,0.7583427439938004,0.059490460114868166
197,g_df___mmc7_None__CNNLSTM__None.pth,0.5178946353552172,0.07542760262994441,0.5472565392553783,0.08494920590136093,0.9529268292682926,0.030437519506264443,0.6815730035305023,0.0014682975309633724,0.6055641731112433,0.06324352289268008
198,allergy__CNNLSTM__mean.pth,0.43377670680874336,0.10824818180957385,0.495979926703315,0.2784879948777816,0.8383694083694084,0.1260018862097841,0.6797480523586273,0.007318506675457562,0.7257839549627831,0.08840572164745088
199,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
200,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38392471353901386,0.14576749518408913,0.2861134138765718,0.11755570069100443,0.8301911976911978,0.1206748494910012,0.7018480241298676,0.0018272647254209675,0.6856307704199517,0.06601601730556596
201,__conpool__allergy_None_PCA_CNNLSTM_padded_mice.pth,0.39796973757949367,0.11427111490156831,0.31502881531653915,0.11568754291830549,0.8317784992784993,0.12039222988739677,0.702466630935669,0.0038812404111021963,0.7084379496387475,0.09360297870647509
202,digiulio_None_PCA_LSTM__mice.pth,0.825,0.16007810593582122,0.825,0.16007810593582122,0.825,0.16007810593582122,0.7348342597484588,0.014103743383105017,,
203,mmc7_PCA_LSTM__mean.pth,0.5703941342370493,0.05049739208948934,0.5611782773869677,0.06467770924039659,0.8833536585365852,0.06841455262809806,0.6785395920276642,0.0022659335848347977,0.7869384790799128,0.05252489262326075
204,__conpool__allergy_None_PCA_CNNLSTM__None.pth,0.4321681102106634,0.10801757856684162,0.3384032247945291,0.0934009531377556,0.835393217893218,0.11760942284511094,0.70250905752182,0.003705728110284482,0.7516071314160746,0.08532704825490285
205,mmc7__LSTM__mean.pth,0.5699364394993516,0.047120981981826605,0.5250254564487197,0.08325608028513021,0.9059146341463415,0.026498866328887365,0.7101329565048218,0.006245521342301977,0.7785913146936349,0.04640199040333342
206,__conpool__allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.4161983338299128,0.12346476685016626,0.3282374385004118,0.11411471522331892,0.8165800865800866,0.1179458341982721,0.7022435605525971,0.003741275562270475,0.7424351366131486,0.07135929608218096
207,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38392471353901386,0.14576749518408913,0.2861134138765718,0.11755570069100443,0.8301911976911978,0.1206748494910012,0.7018480241298676,0.0018272647254209675,0.6856307704199517,0.06601601730556596
208,_____allergy_None__LSTM_padded_mice.pth,0.47505674663795927,0.11787428097276893,0.5142829392829392,0.23789898547541768,0.856424963924964,0.12559341769935484,0.717557406425476,0.0043524112311542785,0.7867561514585089,0.05640553345964711
209,mmc7__CNNLSTM__GAIN.pth,0.684311948244521,0.07833378378956524,0.7101902257161189,0.13969236791163467,0.9580487804878048,0.02184731506365894,0.681527841091156,0.0014675449260049018,0.893367127082094,0.0414999258525659
210,allergy_None_PCA_CNNLSTM__mean.pth,0.40826951047925747,0.15614448325648597,0.31352971102971106,0.1484217101188665,0.8012265512265513,0.1379153790803823,0.6801659047603608,0.005619771136475337,0.7127863642465583,0.10118898592567416
211,____allergy_None__CNNLSTM_padded_GAIN.pth,0.42705934720539096,0.10330317218609844,0.47581738437001597,0.2101634898851664,0.8342027417027417,0.12401712855870445,0.6796241104602814,0.007326431999839625,0.7558155192789,0.0902628805574668
212,allergy_PCA_LSTM_padded_None.pth,0.433966592814438,0.12117558147211546,0.3831180453533395,0.22903008022746976,0.789004329004329,0.11879026886644269,0.6922849476337433,0.0044268222356546065,0.7524793257018014,0.07110857740395746
213,_df_conpool__mmc7_None__LSTM__None.pth,0.5844416554304652,0.0426121214810287,0.6204783930700446,0.12141256944645953,0.9063414634146341,0.07152062140487316,0.7012220323085785,0.001221700043689597,0.841291493158834,0.027871401501768023
214,allergy_phylum__CNNLSTM_padded_mean.pth,0.3840571482920549,0.14955901528013904,0.31520609679278405,0.14182841556758427,0.856424963924964,0.12559341769935484,0.6739600360393524,0.010219494174048153,0.6884866815615303,0.08880287545014487
215,allergy_PCA_LSTM__mice.pth,0.4104025569786483,0.1234001603054797,0.36288136294034656,0.20271763178349853,0.8508694083694085,0.12277414271412435,0.6922296285629272,0.004429276353586156,0.7320447919203383,0.09143973911626088
216,allergy_class__CNNLSTM__mean.pth,0.37779548272158125,0.14681271459423312,0.27117532695499225,0.12095149354490294,0.856424963924964,0.12559341769935484,0.7273469150066376,0.003876648095757622,0.6777142349079674,0.07203750709148359
217,g_df___allergy_None__CNNLSTM_padded_None.pth,0.24892320323354805,0.11756651751746099,0.3420783304745569,0.24677117443070137,0.3441341991341992,0.2213194826346678,0.6792552590370178,0.007334341485810239,0.4947295792345054,0.1453123515770742
218,____allergy_None__CNNLSTM_padded_mice.pth,0.43603672483486156,0.12012916140581928,0.4085043377852708,0.2261361454561412,0.8383694083694084,0.1260018862097841,0.6796078860759736,0.007271130508892717,0.7208489580199676,0.09405934218730701
219,digiulio_None__CNNLSTM__mean.pth,0.8,0.21794494717703367,0.8,0.21794494717703367,0.8,0.21794494717703367,0.6698463141918183,0.008358083550076669,,
220,mmc7__CNNLSTM__mice.pth,0.6769575084222147,0.05313117890291007,0.7102134914070397,0.1169936070947758,0.9654878048780487,0.029147617075872,0.6815602421760559,0.0014649477076673608,0.8865771954937538,0.03430771813898684
221,digiulio_None__LSTM_padded_mean.pth,0.85,0.12247448713915891,0.85,0.12247448713915891,0.85,0.12247448713915891,0.7127911567687988,0.006775146983656741,,
222,g____mmc7_None__CNNLSTM_padded_None.pth,0.5178946353552172,0.07542760262994441,0.5472565392553783,0.08494920590136093,0.9529268292682926,0.030437519506264443,0.6815730035305023,0.0014682975309633724,0.6055641731112433,0.06324352289268008
223,_df_conpool__mmc7_None__LSTM_padded_None.pth,0.5844416554304652,0.0426121214810287,0.6204783930700446,0.12141256944645953,0.9063414634146341,0.07152062140487316,0.7012220323085785,0.001221700043689597,0.841291493158834,0.027871401501768023
224,allergy_phylum__LSTM__mean.pth,0.39491419661498683,0.15312050408223843,0.31469032713369216,0.14653674857433985,0.8146356421356421,0.12232509718240937,0.6774803578853608,0.004766234579598857,0.7002479563803441,0.08244052093575392
225,g____allergy_None_PCA_CNNLSTM_padded_None.pth,0.3762503970030716,0.14600620502569273,0.28544159871937574,0.1277836672499876,0.7257864357864359,0.1280764835555274,0.6805414438247681,0.00543648533528135,0.6688778002204471,0.08201958476210842
226,____allergy_None_PCA_CNNLSTM__None.pth,0.41582802417708076,0.1503248571929047,0.3577749436969827,0.18941631656533223,0.8076911976911976,0.12689473273457685,0.6805414438247681,0.00543648533528135,0.7231456628436641,0.0834840189740373
227,g____allergy_None_PCA_LSTM__None.pth,0.34762566665896205,0.11203939234977478,0.22732546189442743,0.08705367458192063,0.789004329004329,0.11879026886644269,0.6919367730617523,0.004343143539698927,0.6343717821629775,0.11044493143583939
228,_df___mmc7_None_PCA_LSTM_padded_None.pth,0.6032148334580263,0.05269714088550701,0.5973547367588435,0.17869014574623418,0.8935975609756097,0.04969886264538748,0.6707186937332154,0.0020486371133378875,0.8411335328673409,0.03155544577435883
229,mmc7_transfer_mmc7_phylum__LSTM_padded_GAIN.pth,0.8213451894255568,0.05308265477262561,0.8224742431166581,0.07040580468914183,0.9504268292682927,0.024946477507569922,0.6921564936637878,0.0020456351051486125,0.9626813652587746,0.021757195252764146
230,g_df_conpool__mmc7_None__LSTM_padded_None.pth,0.5334911282127803,0.049457599819040514,0.5293286496696108,0.08037420234963052,0.8101829268292683,0.1435270657058275,0.7012220323085785,0.001221700043689597,0.7714884090571089,0.027605822564524003
231,allergy_order__CNNLSTM__None.pth,0.4160693694842223,0.12547240637404933,0.31006105395305955,0.10731013453495906,0.8437265512265512,0.1200943168206918,0.6916048467159271,0.004344363132258472,0.7583427439938004,0.059490460114868166
232,____allergy_None_PCA_CNNLSTM_padded_None.pth,0.41582802417708076,0.1503248571929047,0.3577749436969827,0.18941631656533223,0.8076911976911976,0.12689473273457685,0.6805414438247681,0.00543648533528135,0.7231456628436641,0.0834840189740373
