,model,validation f1 mean,validation f1 std,validation precision mean,validation precision std,validation recall mean,validation recall std,validation loss mean,validation loss std,validation auc mean,validation auc std
28,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
30,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
51,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
52,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
54,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
83,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.260660359,0.134257626,0.165698473,0.089810669,0.694549062,0.271703038,0.700495863,0.003643976,0.361063341,0.112631627
41,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
42,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
48,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
77,_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.237088922,0.135912523,0.146427682,0.088507157,0.75288961,0.278378609,0.769118011,0.018782317,0.370425992,0.152707801
4,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
6,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
21,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
23,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
49,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
59,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
78,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
90,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.282105956,0.10693163,0.182783121,0.079261146,0.841778499,0.121485468,0.701848024,0.001827265,0.378112408,0.092059011
10,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
14,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
66,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
89,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.364385031,0.154817159,0.270553927,0.122316395,0.780667388,0.206426485,0.769118011,0.018782317,0.661915331,0.135281219
12,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
33,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
64,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
69,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.394941493,0.148503646,0.301703374,0.124798371,0.856424964,0.125593418,0.701848024,0.001827265,0.668869044,0.081395198
18,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
39,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
72,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
75,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.390005439,0.14777825,0.334637246,0.146394097,0.834635642,0.118228608,0.700495863,0.003643976,0.679687785,0.093756622
9,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
31,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
60,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
67,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.385108688,0.143511087,0.350732697,0.24582628,0.856424964,0.125593418,0.700495863,0.003643976,0.68057796,0.088108071
44,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
45,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
47,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
80,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.383924714,0.145767495,0.286113414,0.117555701,0.830191198,0.120674849,0.701848024,0.001827265,0.68563077,0.066016017
0,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
2,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
3,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
8,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
13,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
22,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
24,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
25,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
27,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
29,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
50,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
53,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
55,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
61,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
79,g_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
84,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
85,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
86,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
87,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
88,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
11,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
34,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
36,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
37,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
57,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
65,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
71,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
91,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
17,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.41073585,0.154060305,0.332159368,0.152277619,0.796580087,0.119056387,0.6147035,0.008708383,0.704182043,0.081394732
5,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
16,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
19,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
20,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
38,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
40,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
43,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
46,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554383439,0.023645518,0.712074175,0.099280985
56,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
58,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
73,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
74,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554383439,0.023645518,0.712074175,0.099280985
76,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
81,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
82,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
